Country_Name,Country_Code,GDP_2003,GDP_2004,GDP_2005,GDP_2006,GDP_2007,GDP_2008,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,Health_2003,Health_2004,Health_2005,Health_2006,Health_2007,Health_2008,Health_2009,Health_2010,Health_2011,Health_2012,Health_2013,Health_2014,Health_2015,Health_2016,Health_2017,Health_2018,Health_2019,Health_2020,Health_2021
Middle income,MIC,5.88468877373427,7.69091134345234,7.33050915841041,8.25324132040579,8.88196201680758,5.91964385033339,3.97185492021785,8.18128187806609,6.49464778589891,5.64053416588229,5.64324830563687,5.17096472145879,4.82622585789552,4.80523435213244,5.3758266172181,5.01414838235704,4.08317549770597,-1.21272096176956,7.5062161584262,4.97147997188824,4.94317361422812,4.95040947049346,4.88624029209844,4.80304083739369,4.83334828625498,5.14947969467816,4.98838350758198,4.98473818665244,5.03208596225875,5.11014633455634,5.14091112570666,5.24001875081833,5.25211811471246,5.25915179304283,5.20116100489775,5.25862035653263,5.53564808179492,5.43762764207327
Palau,PLW,-3.22333433814303,3.93905372010572,3.41398954213761,-0.12372305506662,1.75400329499828,-5.49393600258631,-7.26061221684758,-0.895890472497513,5.1182793171608,1.25345368709932,-3.03629804418313,5.2944551398963,9.74841343438212,0.882451194361991,-3.53960966207958,0.633500456681062,0.909470287297864,-7.56802122871169,-14.1640511125218,8.96286488,9.91890907,9.29251766,9.56446457,9.80653,9.40130234,10.30605984,11.61802578,10.86477661,11.4970541,11.97790623,12.12317181,11.33741093,11.62825298,12.52633381,12.85856915,13.40278435,14.34041405,16.38419533
Nepal,NPL,3.94503776051116,4.68260325152944,3.47918104829496,3.36461478056277,3.41156027980276,6.10463914373472,4.5330787246486,4.81641464694573,3.42180870116162,4.67014192446953,3.52515317129149,6.01148284250441,3.97605327162971,0.433113719381524,8.97727935643466,7.62237610397933,6.65705543110468,-2.3696206292072,4.838149614115,3.86,4.05,3.95,3.54,3.67,3.82,3.9,4.36,4.45,4.49,4.63,5.08,5.47,5.42,4.72,4.53,4.45,5.21,5.42
Bolivia,BOL,2.71133983700673,4.17329558916248,4.42143312687979,4.79700882356067,4.56438426887887,6.14849787462164,3.35699957430565,4.1267225910567,5.204092443086,5.12227558091757,6.79601142810841,5.46056950635136,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-8.7378843576993,6.11137269714146,5.19709635,4.86315727,5.07408142,4.66087532,4.6968894,4.60677242,5.17444515,5.20230532,5.17306805,5.2539444,5.57465124,5.89613628,6.55064964,6.83333063,6.4901948,6.60399437,6.88792992,8.0225811,8.15972805
Belgium,BEL,1.03798254902905,3.5712043433582,2.32173705381926,2.55234994366351,3.67688113594973,0.446928735275904,-2.02074306169408,2.86429270764155,1.69451389861332,0.739217283058679,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.6195802783878,1.79294519302076,2.24083533103139,-5.30447336526071,6.92798360287613,9.16443539,9.32808781,9.22374916,9.12963009,9.13628674,9.5951395,10.32117939,10.20229435,10.36337948,10.50204754,10.57661152,10.60909367,10.79745102,10.79354668,10.79855728,10.86148262,10.79477787,11.19751263,11.04290771
Marshall Islands,MHL,-1.56170055013084,-0.692279197592981,1.78469140548532,0.219614635016299,3.41627945757952,-7.64627478196799,3.69821916480055,5.44676450566732,-0.214165889292744,-1.30886862242279,3.61044913873765,-1.15756789045956,2.10051933296636,2.14429110392376,3.73379823757942,5.65921056406313,10.3578294514594,-2.84598166138942,1.11230090181571,12.76533508,15.61940098,20.21598053,20.33398056,16.26939583,15.20470905,14.53969955,13.93147564,13.08627224,13.03814125,13.46883583,13.20781231,15.33984375,15.73866177,14.38502884,15.26284122,14.82552052,12.58777618,12.54863834
Early-demographic dividend,EAR,5.32184789364251,6.14890497990379,5.85493664383965,6.02800866420148,5.67234331055151,3.44482529832393,0.635224721073669,6.51341351158096,4.91840214187388,4.18268349884028,4.057999545852,4.12078257925089,4.413613006364,4.41966409712549,4.6328678778804,3.84020966703507,2.40227091068419,-4.36828773942052,7.62136441675764,4.82287842332705,4.80047210740674,4.78190432663508,4.72091797148494,4.71031185615206,4.67741293158629,5.02066006594827,4.82881665883302,4.79512924615068,4.88796841238258,4.9800436327711,4.97034327029169,5.12968626090856,5.0480202641464,4.89020418105753,4.70495109425599,4.64126514022186,5.03667486192652,5.03916986148038
Ecuador,ECU,2.88450036512064,6.83239736646514,5.39862243994342,4.34113198577639,1.90242859700484,6.56492068224719,1.0910129698311,4.02913787986621,8.48147656332823,5.783212336172,7.21123653679159,4.22606520388456,0.119692109287612,-0.687954245877947,5.97039880954841,1.044295546927,0.165403532646692,-9.24509637743429,9.818417748417,5.44398975,5.56991434,5.59754324,5.70635176,5.43095398,5.46596193,5.79984474,6.22109413,6.580935,6.86373377,6.88127422,6.83199883,7.60513353,7.41604376,7.53717899,7.82609653,7.77070522,8.35889626,8.28661728
Turkmenistan,TKM,3.26882855955344,5.00040743766748,13.034034870022,10.9733083254017,11.05929947045,14.7,6.10000011485643,9.19999998805483,14.6999999278723,11.0999999615545,10.200000101399,10.2999999705459,6.49999990951666,6.1999999664301,6.50000004682975,6.19999994137119,6.30000004226711,5.89999999999999,6.2,5.0367589,6.25892353,5.65422964,4.97834015,3.12948632,3.49424887,2.84764099,3.24345636,3.24805617,3.36840105,3.93541193,4.30969286,5.11721087,5.74498892,5.93897438,5.69395018,5.68183947,5.68472815,5.56931353
United States,USA,2.795605965883,3.84777169205226,3.483549937943,2.78453963938148,2.00385829825838,0.113587248258867,-2.57650023426996,2.6951925838264,1.56440685438301,2.28911338767897,2.11783009919846,2.52381981441982,2.94555045455233,1.81945147474293,2.45762230356996,2.96650507100425,2.46703756313913,-2.21346933290643,5.8002061284573,14.50551128,14.55115986,14.57938957,14.70870876,14.91824913,15.20718479,16.20063591,16.19719124,16.13996315,16.11969566,15.99170876,16.19919777,16.49056816,16.80215836,16.76750183,16.62964439,16.66580582,18.75621986,17.3625679
Niger,NER,2.1706103837418,0.363801578722132,7.33186884258517,5.93104997350342,3.14272408386731,7.73141422777337,1.96260090694645,8.57816674262253,2.35775693603874,10.5489445763446,5.31513063394726,6.64213665495603,4.39264883207291,5.74089315058157,5.00536078615544,7.21141802762897,5.93985257123522,3.55064109436891,1.38359636198477,4.74740648,4.97818327,5.87749624,5.99335575,5.43105888,5.24640608,5.33850145,4.96100473,4.87323856,4.30732679,4.46636009,4.45377159,5.34745932,4.53239059,5.57609606,5.30310822,5.66642094,6.17012262,5.81452751
Guinea-Bissau,GNB,-0.285931046863254,1.17189152783422,6.55977110317356,2.66650493227063,2.55982647882718,4.52457514440721,2.44795106862898,5.60536310250697,8.08504167719053,-1.71286958276356,3.25607191163699,0.964525747030635,6.13408935472681,5.30659633085426,4.78899162146706,3.76145359456295,4.50009293739862,1.50000000000006,6.39995262427662,3.53315258,4.27734661,4.5516243,5.0809288,5.03941393,5.45864058,4.73428679,5.26704073,6.21634817,5.94134808,7.03943443,9.96897411,8.13228226,8.32881451,7.00049543,7.28130722,7.16052532,9.02139282,8.2233429
Dominican Republic,DOM,-1.34570618506442,2.57013427930197,9.4282369467968,9.1743554058408,7.41595171481455,3.20950426157958,0.946155167790621,8.33965105962218,3.13342300326755,2.71736789670562,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404,12.2719902347896,4.38888264,4.2877388,4.35391188,3.99365425,4.08935308,4.56146193,4.76337624,4.92355442,5.03797865,5.04897833,4.91598225,4.79757166,4.72216797,4.57663107,4.49336958,4.12601566,4.23948717,4.93998051,4.91815567
Thailand,THA,7.18924330340971,6.28934214285795,4.18763842884337,4.96781089246107,5.43515169050809,1.72569884866334,-0.690618232300579,7.51339053261624,0.840132083053334,7.24279620249642,2.68749556320556,0.984468863619426,3.13404724911635,3.43515771692182,4.1776810321001,4.22287028746071,2.11455779628278,-6.05003846851622,1.56818176501186,3.24312782,3.13893151,3.15972233,3.09970832,3.19277525,3.45933938,3.61939645,3.39009809,3.56825495,3.5229404,3.45313334,3.68448091,3.8522861,3.93900609,3.85276842,3.87040329,3.78911877,4.35728741,5.16038752
Guyana,GUY,-0.632225388266377,1.56335211034042,-1.95095759501714,5.12960934773,7.19123624057457,1.75522349592019,3.61150847218585,4.13844160137342,5.19625156051602,5.27633062046809,3.65338433338232,1.68649445019584,0.687404590619494,3.80745626378814,3.73449154571284,4.44091288475967,5.35284003535665,43.479651716849,20.0075297334354,3.26884198,3.43770432,3.79409742,3.93144464,4.28126192,4.20242214,4.35117149,4.21897697,4.17213488,3.7081871,3.80231309,3.94755435,4.02264786,4.01842117,4.3191123,4.90492535,4.90331507,5.50584173,4.94385052
Least developed countries: UN classification,LDC,4.99113156668716,6.38088320242632,7.42553661335744,6.87156469885288,7.26562705564766,6.44492278039242,4.25871481156702,6.2384348797125,3.20845387811421,3.14731726521788,5.70109675500126,5.61540054823142,2.68376430305715,3.67436691389086,4.47817465594949,4.55790080139364,5.006065947411,-0.0670758300886405,2.77217553498012,3.88388985026287,4.08971819572726,4.04294797943179,4.20033818015671,4.25531925904111,4.14154993608595,4.44437967848438,4.11426198289649,4.01239141422714,3.93341460591986,4.12042739082211,4.10109614062625,4.20980917871758,4.13474295120019,3.99261478921938,3.83500808053236,3.82578292075285,3.9213625547258,4.01350672522281
Germany,DEU,-0.700116686114356,1.17508813160987,0.731707163554191,3.816441912988,2.97645513131597,0.95987913356484,-5.69383633640285,4.17988249873657,3.92519270463411,0.418497594217598,0.437591303144671,2.20954343134872,1.49193152760772,2.22999986782015,2.68023111405891,0.981232606004738,1.07547163576423,-3.82676871619293,3.16381994194575,10.40202236,10.14603233,10.31153965,10.17995167,10.05132961,10.25128746,11.23791218,11.09592915,10.77844906,10.85345554,10.99905777,11.02588272,11.19047737,11.241889,11.33617592,11.48051548,11.71550655,12.69255257,12.93412971
Cote d'Ivoire,CIV,-4.72586658630681,3.18503822575397,0.996065564854788,2.81557859252327,1.10142976793477,4.7826659787672,3.60332156667053,6.84804939907013,-5.37044724000579,7.62041176451649,10.7602131311256,9.37199994240375,7.19494942728191,7.17275963956332,7.41076242584926,4.84314605898469,6.72137167595899,0.699728593256083,7.06332910217667,5.47972536,5.47516584,5.00639105,4.76326609,4.55249786,4.56869602,4.46966648,4.41577387,4.39700699,4.4273715,3.71773791,3.7310183,3.2198832,3.32101274,3.24693036,3.0916779,3.21496511,3.62587261,3.13269377
Costa Rica,CRI,4.31717986447036,4.42459959836211,3.97666636845196,7.32669543218398,8.21513198440249,4.73817487709474,-0.87345594081205,5.36034347694341,4.40315923935717,4.88259241031079,2.49476611386375,3.54210987593986,3.65208096806472,4.20432325432709,4.15769896239459,2.61590440285156,2.41751181706449,-4.27335432054194,7.9357622471191,6.9691925,6.63006067,6.6642971,6.93530846,6.99642611,7.46854782,7.86019135,8.02937794,8.12197781,7.78642321,7.68229342,7.66376162,7.59196234,7.31724358,7.04522991,7.28587723,7.22124958,7.8254571,7.56881428
Cyprus,CYP,2.6232861229859,5.02634392575987,4.85300383835666,4.71382866563106,5.09806845261184,3.6468119905756,-2.01526235906867,2.28354499702917,0.416712762832276,-3.44738142393619,-6.58748225683094,-1.77606191187711,3.41892318781653,6.57358020185954,5.73347613913472,5.647664895964,5.53725481070528,-3.44359637887621,9.91131179221449,5.64,5.41,5.44,5.46,5.36,6.01,6.47,6.5,6.43,6.54,6.93,6.93,6.79,6.65,6.62,6.83,7.07,8.41,9.43
Dominica,DMA,6.35313712169359,3.0506902946631,0.655862268923528,4.65945548635737,6.3529724394503,7.12105798575789,-1.16959064327486,0.672634400445048,-0.22355068823471,-1.05900024335187,-0.99994063117542,4.75378658076897,-2.73150306271826,2.76364798170461,-6.61899463280534,3.54758441831531,5.5024834367041,-16.6041095231221,6.8905494167316,4.84617901,4.74520159,4.97772503,4.78092194,4.79109955,5.04968786,4.98329306,5.15711927,5.33450365,5.79509926,5.34749842,5.26141691,5.15941811,5.12308073,5.46245432,6.18495989,5.16903925,5.99901152,6.50494003
Oman,OMN,-2.66859110888825,1.29220568072958,2.49022114266498,5.3718888740982,4.45268356538111,8.20007815759141,6.1123956079346,1.71398531148034,2.89460973541192,8.86312225557018,5.22770408145942,1.29225229411081,5.01705799719045,5.04642394571691,0.304057565922449,1.28710391543288,-1.1287110618463,-3.37971439992238,3.09227668737446,2.77524447,2.59660101,2.26479053,2.01985121,2.11371112,1.75567567,2.4694581,2.47588587,2.23611403,2.27702832,2.5054009,3.13740134,4.07826233,4.17580843,3.95418668,3.21469474,3.80648994,5.25332022,4.37028217
Bhutan,BTN,7.78656053594256,5.15725725627645,6.93507146649731,5.64080526497442,16.1047836486158,4.52944869181806,7.66749240307558,11.9318739003882,8.30764783243984,5.09549264378806,1.65845557774038,5.71786561190564,6.56845431717086,8.40055375505406,3.50756740346327,3.50187185732737,5.75514851246506,-10.2183974208569,4.42136738945015,4.1293807,4.59777308,4.13416338,4.4061017,4.1298461,3.38117099,3.5476253,3.55879498,3.34921789,3.61913681,3.70787191,3.55791116,3.75701189,3.57613945,3.3407371,3.2427721,3.60361075,4.36274862,3.84550023
Sudan,SDN,6.28880816146516,5.14088851762675,5.64351551343631,6.5314117467792,5.73527423664484,3.84674473121058,-2.76770436599138,3.85824195230107,-3.21353209253371,-17.0046884048945,1.95514463302422,4.66137954229873,1.91017689052751,3.46764218409288,0.70925628476644,-2.6809305497999,-2.17825104530091,-3.62980082410752,-1.8685204827207,3.89187932,4.15593481,4.09418154,4.88544321,5.66269159,5.42313576,6.39496326,5.05810165,5.61579561,5.68827009,6.96487474,5.67619705,5.81112576,5.68438482,5.91767406,4.46358299,4.57422638,3.01518917,2.83633852
Bahrain,BHR,6.29644197869368,6.98096059429825,6.76899787107483,6.46700012199585,8.29396044759683,6.24501077496258,2.53988593585052,4.33429917283131,1.98351501159991,3.72810843046017,5.41683981012071,4.35039085252969,2.86304730414378,3.47351657476945,3.8117061903064,2.28945960664879,2.1669646688237,-4.64463735878491,2.59040783827855,3.88658071,3.49817729,3.25870824,3.10821271,3.29534078,3.2038722,4.32666922,4.08934975,3.8651762,4.10642147,4.30853891,4.41240263,4.97671938,4.86051178,4.51235676,4.12745667,3.95980334,4.71684837,4.26834059
Czechia,CZE,3.58368845880418,4.81426100126959,6.60161752988951,6.76693268125427,5.57033885921025,2.68641195092762,-4.65733109171755,2.43490215904518,1.76035962445222,-0.785004299003617,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.22008806955105,3.02987866345279,-5.50296796125089,3.55302130899085,6.52412462,6.35071039,6.34086704,6.16380167,5.98578405,6.33024931,7.24880648,7.58647251,7.5580225,7.62448311,7.52132368,7.61248875,7.36897945,7.44554329,7.38071585,7.47048092,7.60336018,9.2136879,9.4887867
Senegal,SEN,5.59395094456143,4.64329393683312,4.31023852639633,2.33077098330239,2.82711920133374,3.70316906391386,2.75210448455053,3.39088925336209,1.33409107961258,4.00299555090457,2.41238527605579,6.22407443790986,6.36704365066983,6.35606857181878,7.4074861863013,6.20924103389086,4.61362809749708,1.3420737726679,6.54400109937833,4.29703569,4.56856203,3.67466521,3.76337624,3.41496587,3.50687575,3.841573,4.02764368,4.21416712,4.26688004,4.38573599,4.38962269,4.37789631,4.25606871,4.16359377,4.43182087,4.49531031,5.15119171,4.35098124
Sub-Saharan Africa (IDA & IBRD countries),TSS,4.05008979263843,6.60196091957775,6.01887916401725,6.05586414396552,6.16224217007546,5.18944068824474,3.18048086161831,5.99557268673479,4.41440493397369,3.25824844020801,5.09044054834959,4.87076021968724,2.92037388274858,1.24203717635056,2.4842832882705,2.75496705784242,2.65974505028328,-1.9668948269271,4.26493689249247,5.4956795293558,5.47919244621981,5.29219990088254,5.20108209248605,5.09929918803561,4.8913538896588,5.28712714719978,5.21225465850828,5.15471847005052,4.98601304378435,4.96566442914217,4.75016895001391,4.97392241046586,5.04197078967098,5.04462777748118,4.77488819304456,4.73406222943041,4.93645561155037,5.10362475159997
Sub-Saharan Africa,SSF,4.05008979263852,6.60196091957768,6.01887916401731,6.05586414396551,6.16224217007544,5.18944068824474,3.18048086161831,5.99557268673479,4.4144049339736,3.25824844020808,5.09044054834963,4.8707602196872,2.92037388274858,1.24203717635056,2.4842832882705,2.75496705784248,2.65974505028328,-1.96689482692713,4.26493689249247,5.4956795293558,5.47919244621981,5.29219990088254,5.20108209248605,5.09929918803561,4.8913538896588,5.28712714719978,5.21225465850828,5.15471847005052,4.98601304378435,4.96566442914217,4.75016895001391,4.97392241046586,5.04197078967098,5.04462777748119,4.77488819304456,4.7340622294304,4.93645561155037,5.10362475159997
Zambia,ZMB,6.94497398221223,7.03239511515218,7.23559900655543,7.90369444480079,8.35243624447406,7.77389581542363,9.2203484058663,10.2982233241213,5.56925215629352,7.59738107388085,5.05753694179522,4.6932831842595,2.92037511217961,3.75510031796023,3.52586277033151,4.03449389667165,1.44130602603785,-2.78505506545167,6.23492204726448,5.99553585,5.48490572,6.33088684,5.5774231,4.57961416,4.46690989,5.15718842,3.97471905,3.95913363,4.04541731,4.57390451,3.82924223,4.42974281,4.46923161,4.78156233,4.76996708,6.75332499,6.31619787,6.62416458
Switzerland,CHE,-0.0323984765377787,2.70170920967028,2.74969898498485,4.07362844994275,3.9163758177818,2.80798363168692,-2.29737463071545,3.24339733550173,1.81310819203695,1.17925383325108,1.79214405707484,2.34988127508626,1.64462768699285,2.0686896670996,1.36279955711416,2.86044579461633,1.14198232505277,-2.14173720650054,5.39188804141473,10.13696766,10.22576523,10.05823421,9.58019924,9.41693878,9.53167629,10.1415062,9.93353558,10.04628563,10.14446354,10.37922478,10.42800808,10.77887917,10.9900341,11.0451622,10.77226162,11.06363678,11.73206806,11.80107975
Poland,POL,3.4983912134025,4.98284456986049,3.50683461435921,6.13113645855509,7.06153463356746,4.19998126444942,2.83218405318897,2.93463818052832,5.04218788292943,1.54522157125609,0.85655708060645,3.83695849351797,4.38329863507276,2.95350884167718,5.14001757409446,5.94520847705498,4.44998787878788,-2.02007073357655,6.93498038387065,5.95,5.87,5.81,5.8,5.87,6.38,6.59,6.47,6.29,6.27,6.48,6.43,6.4,6.59,6.58,6.31,6.46,6.5,6.44
Solomon Islands,SLB,6.52346685055139,7.6832999660031,7.35784193356017,4.13828031825385,3.63967242948135,6.22596954376191,2.86426790167438,9.70838816928725,7.42994961675907,2.46600138697883,5.23774017780327,1.18921747092358,1.67614615649777,5.55473153366954,3.07534803424636,2.74599542334096,1.74856655451832,-3.3811475409836,2.56434975416948,7.075634,7.72383881,9.01593494,8.00584698,7.18298769,5.50597048,6.60598898,4.66139841,5.02313328,4.87480497,4.57886171,4.88791895,4.44578695,4.40253973,4.14992523,3.77378345,4.32405567,4.79699087,4.76345396
Mozambique,MOZ,7.21770086569656,8.20470494788577,6.31202378023193,9.91067756782915,7.64935393795867,6.87802942560995,5.92897187460815,6.67972935662864,7.13405842300445,7.9945031610722,6.57141389665537,7.70256844839309,7.3930936986377,4.69699024225795,2.63820737310658,3.48493202378488,2.3178139469445,-1.21952250306097,2.37743573747173,3.39533854,3.67226458,4.37538815,4.08873844,3.93067098,4.22139311,5.20390034,5.43892908,5.00311899,5.24640608,6.12585449,6.33251858,6.71663332,7.28134441,7.83763266,8.0889616,7.95272589,7.56957626,9.05218315
Belize,BLZ,9.66522532391241,4.78066578300403,2.21918927117144,4.5114554419801,3.297024122697,-1.53859392110355,-0.450692253865967,1.23995291537476,-0.298181524565479,3.6615993816965,4.43764383676776,4.00531831673186,3.22549309143569,-0.0110344145780772,-1.81336514835535,1.05559823069711,4.23623453555723,-13.7316910831405,17.8624478393742,3.56305766,3.44779563,3.46698904,3.57004833,4.07867432,4.53821993,4.52587652,4.49519491,4.54942894,4.36242819,4.43660116,4.88208723,4.65365601,4.76508141,4.61620188,4.74657917,4.81374073,5.30974436,4.98043823
IDA only,IDX,4.79808362317296,5.82983278299463,6.16433885275703,6.29372804648504,6.21939773790517,5.87613700800567,4.25262338382095,6.43091323451451,3.78665535227746,2.47364864456929,4.97941208031416,5.36332000691675,3.09222401192028,4.35951929288596,5.25609876832121,4.7775026978655,4.96526418580667,-0.237845290364646,3.78918249767895,4.19199516966952,4.30983401928365,4.3497654776405,4.47916571395951,4.49296498747287,4.36301967331304,4.58553497241951,4.35939951360596,4.2590335850559,4.28304417430672,4.47408253528698,4.42056096011643,4.44591171849893,4.26302182452007,4.13224542301852,4.02308659319169,4.05635620782097,4.1327143249342,4.22722192440979
Tanzania,TZA,6.67278983053497,7.50381465859829,7.47631925974784,6.53222138847813,6.76853520293716,5.68641685905224,5.26910524873463,6.33652342666889,7.67215543486064,4.50015356010131,6.78158560065316,6.73246186832483,6.16062877406682,6.86711619644551,6.76227716834148,5.46808181528009,5.79999999996723,1.99196460647855,4.32138429480482,5.34231472,5.7373414,6.32282543,7.598279,6.88427973,5.55704737,5.06306362,5.22392178,5.0559845,5.01779366,4.64643383,4.01492071,3.64969945,3.96350336,4.08257437,4.16191673,3.88136053,2.93978429,3.36136484
San Marino,SMR,3.87296669248644,4.5488441461596,2.42510699001426,3.83008356545962,7.10932260228034,-0.500939261114581,-10.3209565764632,-5.47368421052632,-8.3147735708983,-7.04453441295546,-0.78397212543554,-0.702370500438988,2.29150556145005,2.34440586406082,0.258265466508817,1.49390531809983,2.06568514501689,-6.64791081891327,8.46307184428878,4.77200127,4.86479282,4.88683653,4.91361904,5.09587288,5.41110897,6.18409586,6.20853519,8.0707283,8.98883724,8.23800278,8.30091763,8.43315315,8.4219532,8.25972271,8.2778492,8.14801598,8.48147392,7.97527838
Post-demographic dividend,PST,2.01777847415676,3.20853712266349,2.76718696570073,2.92055464654892,2.54180824777306,0.355737384773008,-3.39144617788398,2.9099823142471,1.66655739286985,1.25636690748527,1.5091144019128,2.01147187513966,2.2243851593875,1.79792653657221,2.46508650194241,2.25056575504183,1.76860550874882,-4.12374881367235,5.4462382045962,10.6936580816891,10.6510771757971,10.7341959264212,10.829744498181,10.8103435298824,11.0174212378068,11.9581022003226,11.8975300487874,11.9659201159036,12.1108064243948,12.1210921635921,12.3108622775039,12.7008850533063,12.8505298254583,12.8107142762707,12.7563311511426,12.9554727497507,14.4120621326704,13.8225034997889
IDA total,IDA,4.90620355816706,6.68573197903993,6.18837768164175,6.07710359032268,5.9218761858189,5.03006015307889,5.07761164641308,6.19094592287242,4.1742728039068,3.39586720580698,5.24082859450215,5.48255060026422,3.40935816047579,3.24436380993637,3.94568182094561,4.33260077222064,3.91940910668565,-0.79299453521206,4.43321143726286,3.97611243917499,3.95355022795307,4.02283658010701,4.13166825208969,4.06036297432513,3.94528301308037,4.04680946472928,3.92628054189551,3.81455676108465,3.82963789666248,3.97195007489097,3.90129109054843,3.96466691121616,3.92368581286982,3.85235080193017,3.6778419712016,3.70068185740403,3.90902189567774,4.11120002495394
Papua New Guinea,PNG,2.16410250222083,2.72117574098235,6.34479592309654,5.40994409107307,7.81518922862388,-0.296457845880582,6.80042148322096,10.1284540720232,1.10754362619616,4.65711959686239,3.82494632800675,13.5437706216546,6.57835632304275,5.48957315278187,3.53461081750459,-0.279252284959952,4.48043062171888,-3.16738117629639,-0.780328729320829,2.4531486,2.59372902,2.44874048,2.42600322,2.42102122,2.13526058,2.32937527,2.10756016,2.29397798,2.66693544,2.99727893,3.27119064,1.81881714,2.33063054,2.22970986,2.30051899,2.3253386,2.30193973,2.32032132
France,FRA,0.823160756684118,2.82975292869891,1.66321998030079,2.44932360111885,2.42473624337305,0.254945960124033,-2.87331382849632,1.94943762312663,2.19270063266654,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.54045916249407,6.43520962104938,10.08283424,10.16429329,10.2148447,10.38566494,10.31564426,10.50084686,11.28756237,11.22560215,11.18497562,11.29740047,11.39603043,11.53937244,11.44817352,11.47060013,11.35469437,11.20798969,11.0888586,12.13096142,12.30787277
Trinidad and Tobago,TTO,14.4409895389734,7.95005151069972,6.20893787954175,13.2080586051735,4.75420970092722,3.39173707807387,-4.3917292474614,3.32322471027371,-0.294354409043763,7.44682089326665,3.53178737329638,3.85363548289079,-0.777459952231411,-7.52713742248807,-4.80082842878679,-0.602464842311747,0.3612724057636,-9.07787689348437,-1.03742621022469,4.18767118,4.30805206,4.43451166,4.15431976,4.1536026,3.6575706,5.48676443,5.08042908,4.72197914,4.63289499,4.80276918,4.87136698,5.65026045,6.50998688,6.57946634,6.5323596,6.83128405,7.53854179,7.0194726
IDA blend,IDB,5.01964357474635,7.58185147284125,6.21313626025213,5.85409565636272,5.61431520803895,4.15042279823392,5.97699972231642,5.93359435773799,4.59192246186737,4.38188791820858,5.51522110336258,5.60732495084059,3.74047100367632,2.08732977261732,2.55579179719419,3.84829204032468,2.77073135741782,-1.41574291758334,5.16429410899273,3.71724137084427,3.55681492938724,3.67392845980773,3.78805479817617,3.62278171621114,3.50937515196389,3.42322036182452,3.44863203631963,3.33437406101004,3.38797983321285,3.49553381533654,3.41224295032932,3.48595360075008,3.54705246450231,3.51014214147743,3.2653883453901,3.26222010826985,3.60792217372763,3.95573578819761
Canada,CAN,1.80638513484521,3.09236383456562,3.21045435651203,2.6379438004107,2.04990461109004,0.995406309993598,-2.91508623949733,3.09080637403602,3.13719438973661,1.75566132540601,2.32581357393478,2.87346677184995,0.649970993709132,1.03855093491798,3.03383490260789,2.74296343112555,1.9084319253883,-5.03823344128351,5.28695689105889,9.01090145,9.06628132,9.03540611,9.34210205,9.44540119,9.60754967,10.66225815,10.67611408,10.37950897,10.50971508,10.41174984,10.25765324,10.73869705,11.0319252,10.90631104,10.90542507,11.00887775,13.0351181,12.3341074
Grenada,GRD,9.46397343076491,-0.647450316084857,13.2761883306272,-3.99532824427482,6.12345094741467,0.947542624907697,-6.61328134799545,-0.511146187173722,0.764773550338731,-1.15483816409801,2.35109801677905,7.34212396037948,6.44522314693144,3.7396039558691,4.43867566948151,4.36144039364797,0.676511738873756,-13.7566222572107,4.68747816934534,5.28485727,5.36568451,5.14460278,5.11352158,5.23867893,5.386199,5.43471003,5.4188118,5.80423355,5.82235765,5.62652922,4.77353573,4.64675617,4.43910027,4.65701056,4.58373737,4.93189621,5.55900049,5.6984539
Pre-demographic dividend,PRE,-0.727333087213481,11.9676515281781,5.97312531067658,6.22516424217756,6.06225149916236,6.38702191185929,4.92226229828574,6.56194489845284,4.29670973663181,4.25050358902806,5.8592900282368,5.09889732446534,3.27668118730698,2.39832550615498,1.6152836623985,2.58736314113948,3.30796457026474,-2.5612561140204,3.15426000013312,4.50053676686324,4.5335233543309,4.27294956696162,4.2216316056793,4.16285511888885,3.96980883395269,4.27256132047506,3.8627271505255,3.72600507739769,3.60441132321444,3.75096853807488,3.69458699923438,3.96125877657177,4.30177496107854,4.16417129486326,3.86660087193419,3.89791958795777,4.45466124218743,4.55275814723012
Middle East & North Africa (excluding high income),MNA,2.28266100749066,7.72971150883066,4.47171844981477,5.27732160544079,6.01522807359144,3.71624261777279,2.55154709322407,5.35895146418939,-0.941004604177522,3.55700351312456,0.456281090804623,1.82561996849616,0.722279033046206,5.40129282968478,3.12195637092995,1.81779376379079,1.11267383038005,-4.40283790910399,6.2212576875649,4.82852065450842,4.733695867351,4.56195293510171,4.46336523034379,4.49350100571372,4.50429892205282,5.28203958024139,5.16963008198367,5.16848865987314,5.29635713177753,5.10922259735615,5.47738213327213,5.98579034495422,6.37078824226261,6.35392112036872,5.92507486315291,5.41555087502351,5.43157349295372,5.46761959430632
