Country_Name,Country_Code,GDP_2003,GDP_2004,GDP_2005,GDP_2006,GDP_2007,GDP_2008,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,Health_2003,Health_2004,Health_2005,Health_2006,Health_2007,Health_2008,Health_2009,Health_2010,Health_2011,Health_2012,Health_2013,Health_2014,Health_2015,Health_2016,Health_2017,Health_2018,Health_2019,Health_2020,Health_2021
Myanmar,MMR,13.8439968903798,13.5646616163416,13.5689500216456,13.0761013792372,11.9914352402146,10.2553053929808,10.5500090961932,9.6344394520444,5.59148237823661,7.33267044704149,8.42600102501767,8.16990745558277,6.99284029026121,5.86247291518572,6.13610824360305,6.26886221471075,6.57911006765414,-9.04834717984643,-12.0163724829177,2.38,2.32,2.33,2.25,2.02,2.11,2.16,1.96,1.93,2.41,3.2,4.39,5.48,5.11,5.08,4.9,4.71,4.62,5.63
India,IND,7.8603814759073,7.92293661199932,7.92343062148318,8.06073257166651,7.6608150670107,3.08669805921981,7.86188883286074,8.49758470221235,5.24131619938926,5.45638755164701,6.38610640092348,7.41022760516408,7.99625378566586,8.25630550178155,6.79538341898569,6.4538513449766,3.87143694070957,-5.77772470687434,9.68959249191211,4.01,3.96,3.79,3.63,3.52,3.51,3.49,3.27,3.25,3.33,3.75,3.62,3.6,3.5,2.94,2.86,2.95,3.34,3.28
Uzbekistan,UZB,4.23262738154364,7.44900060559664,6.95000719569097,7.45141847621768,9.4730053054454,9.02916101784777,8.05093332733966,7.5971679610016,7.52513989422977,7.10244488753446,7.29655036878682,6.87383844617584,7.21877350346286,5.9321508024275,4.39527463456371,5.87974286685132,5.98156194197318,1.99558508201379,7.40336813606621,5.19,4.84,4.78,4.75,4.54,4.7,4.8,5.3,5.26,5.55,5.72,4.43,4.74,4.72,4.84,5.08,5.43,6.75,7.74
Tajikistan,TJK,10.9999990780572,10.2999989410117,6.69999851655409,7.00000321108996,7.80000011872161,7.89999827154939,3.90000114826496,6.49999908585235,7.40000059956711,7.49999946321525,7.39999974700379,6.70000069016253,6.01930331771186,6.89999999999999,7.10000041864309,7.5999988895536,7.40000016310556,4.40000111553493,9.39999955037523,4.7,4.8,5.21,5.03,5.54,5.91,5.86,5.74,5.86,5.98,6.53,6.67,6.91,6.96,6.85,7.01,6.95,8.18,8.01
Finland,FIN,2.00378420285061,3.99209129032087,2.77985055556123,4.02740965802573,5.29933650739021,0.783995060876521,-8.0744474323113,3.18595865407703,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.1397180134305,1.22474892206223,-2.35496515679442,2.83817960418034,7.94,8.06,8.29,8.28,8.08,8.34,9.16,9.14,9.22,9.59,9.81,9.78,9.65,9.38,9.13,9.05,9.17,9.63,10.25
Denmark,DNK,0.390058556485101,2.66821926741747,2.33664130821947,3.9130079783106,0.909238928302372,-0.512016744849106,-4.90654772965155,1.87099114718497,1.33677776690328,0.226499791802965,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524396,2.82173634129026,1.98953731496432,1.49348695853648,-2.42451267861938,6.84452190183443,8.9,9.01,9.09,9.17,9.33,9.51,10.67,10.61,10.41,10.52,10.33,10.31,10.34,10.25,10.1,10.1,10.15,10.56,10.82
Andorra,AND,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28719978108489,5.54771519,5.28846931,5.59476948,4.96530008,4.92347288,5.67066383,6.08094168,7.67537737,7.62060833,6.71083689,6.79964209,6.77308035,6.91586447,6.90521765,7.07142639,7.37541723,7.323246,8.78673935,8.33449364
Pakistan,PAK,5.40131087314342,7.83125556961251,7.2765744364722,6.05163767569996,4.4448143398844,2.1204410433083,3.47255059567348,1.50171752152883,2.68011685421705,3.02758391088629,4.36686504978387,4.11642817161422,4.21794209572506,6.57383828511043,4.43262590683975,6.15170261099519,2.49763692943365,-1.27408744338709,6.51388575852702,2.30006313,2.22177458,2.55108738,2.86177492,2.81689191,2.71266913,2.47458911,2.39686537,2.14016914,2.20038652,2.4017837,2.45603824,2.45764351,2.57026362,2.7863009,2.82844949,2.84736943,2.95273018,2.91131568
Low & middle income,LMY,5.86414599362632,7.65977054389606,7.31566052476947,8.20742118870892,8.82878713490636,5.91256471731205,3.97547633156398,8.15747598462772,6.38248163602593,5.47567183028764,5.60307147080108,5.15793176426351,4.73674282188234,4.76143528665671,5.33999436113508,4.99018331620758,4.08539765236242,-1.18968667762738,7.4245459256278,4.96651623034461,4.94101356114014,4.94755297544969,4.88937691897848,4.81123577850057,4.83610726592101,5.1544914608913,4.99029628170074,4.98174603718354,5.03057705871365,5.11481593771881,5.14483299894291,5.24123056397553,5.25499621958859,5.25996066001482,5.19874961832487,5.25474564642544,5.53235272148127,5.43547931118832
Central African Republic,CAF,-5.39748521855877,5.99488422798696,0.908210514871953,4.77108543044105,4.60753485452025,2.05413096200485,8.58726042640994,4.63081843223307,4.19461533741989,5.05376125356918,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.982919996264229,4.39720297,4.30442286,4.36732149,4.44105434,4.71851492,4.08699083,4.81901121,3.56699872,3.67561865,3.91814446,4.76660204,4.56557369,5.03434181,5.44402313,6.66541576,10.99657822,7.76124763,8.98538017,9.06853294
Iceland,ISL,2.14268837866911,7.80239950753543,6.12443896533613,6.31699308637074,8.45486009612951,2.20949641882098,-7.66380956025947,-2.83277491540855,1.84577915624217,1.06363660743763,4.55246032015107,1.68721501750642,4.43666371937172,6.30368710650176,4.19494882908376,4.88917299486545,1.86117794293874,-6.94045309489034,5.1487154178929,9.73,9.33,8.95,8.56,8.35,8.34,8.78,8.36,8.2,8.18,8.18,8.23,8.07,8.1,8.26,8.38,8.58,9.61,9.73
Chile,CHL,4.72324526681116,6.67425416745972,5.83704571525745,6.04999082904382,5.16823098722429,3.7893928023371,-1.1180372326977,5.85165101730949,6.22389678693851,6.15534002096459,3.30850824469113,1.79264947361806,2.15194249853634,1.75303874553305,1.35769537797211,3.99002947521676,0.634367533828438,-6.14347479224092,11.3339570691911,7.25047779,6.91028547,6.62372112,6.07235622,6.21259642,6.73954487,7.25026846,6.81958437,6.79947519,7.01951313,7.47552633,7.84150124,8.3513937,8.55767059,9.090518,9.22575188,9.36262131,9.72726822,9.34327984
Iraq,IRQ,-36.6581526754007,53.3817941859476,1.67188962404498,5.64629779544931,1.88557214264485,8.22810710383277,3.37929909442771,6.40256484471193,7.546471200426,13.9364301737537,7.62857118471159,0.197016710359037,4.72286401884131,13.7873730187089,-1.81975035118309,2.63385099105624,5.51379057418826,-12.0367930920856,1.50218070952037,2.99693584,3.90128636,3.01704645,2.49370432,3.2148056,3.06604242,3.77203989,3.23955345,2.80316377,2.69365859,2.80868459,2.78786659,3.15587044,4.58949184,4.04064989,4.12989378,4.25509405,6.17485046,5.24727583
Samoa,WSM,5.21262892634149,3.0872602379675,6.63920361300734,2.13212714677351,0.485982550017255,3.55610467395,-0.541677601834593,6.1247199226125,3.84907794660396,-3.73213020890266,0.107293276488932,0.659923768782861,3.8503618166494,7.9838628784713,1.40628239971301,-0.609647103380141,4.45185891688691,-3.10844401053139,-7.07883094291508,4.17237139,4.52578545,4.63365459,4.88451385,4.7446332,4.53258085,5.12732029,5.15268326,5.38357162,4.9883461,6.2147789,6.25431204,6.21226454,5.63365221,5.16120243,4.77439356,5.63886738,6.18895578,6.80313492
Seychelles,SYC,-5.88712848764477,-2.8504539768538,9.0057617374238,9.40612855732827,8.87606645570879,-2.72594626154864,-2.47937594726137,4.50513204312067,9.5097833517957,3.1106784939243,1.25373496242949,4.0636918123521,8.9140088750469,12.1175272453913,6.95416218794271,4.93947272254312,5.5142920737342,-11.7398608281732,0.552281631207279,5.08738041,4.90274191,4.66865683,4.39767885,3.85076666,3.61745405,3.54135323,4.50142097,4.46079111,5.39592934,4.24818325,4.59131193,4.37339973,4.96118879,4.76658726,4.94443846,4.77020788,6.54135609,5.25937986
Ireland,IRL,3.01383869171366,6.78813997127008,5.73978167213708,4.98785381227775,5.31011822051231,-4.48407064569804,-5.0957831845721,1.68297202204354,1.28075209135081,-0.129692110994981,1.17461437395743,8.828998727303,24.4752533362377,1.76555687937534,9.31125930624903,8.47029545192876,5.2977280259237,6.61719466830968,15.1252197949572,7.00761366,7.21972942,7.64242792,7.516469,7.80773783,9.12564754,10.52275658,10.52404499,10.60614967,10.59787655,10.27730751,9.51343918,7.33597517,7.46859169,7.12621927,6.49550152,6.7090106,7.1091466,6.71662664
Cabo Verde,CPV,4.17625932578332,10.197072633926,6.91245795720201,7.98375044795048,15.1706879735517,7.03901129565128,-1.50358672385678,1.83641914989978,3.92471821338283,1.08364848376166,0.632136727385131,0.696666840118581,0.936026507808833,4.28071482662371,4.5513148102974,3.70696460651756,6.94782632492097,-20.8052759150896,7.03353010325927,4.50008631,4.37710667,4.27364111,4.48974991,4.18900156,3.58312893,3.88152432,4.47555733,4.30527449,5.13365459,5.28994226,5.32722235,4.82334185,4.84606647,5.2683692,4.73804712,4.56319857,6.12421703,6.90378904
Spain,ESP,2.98193631644672,3.12273351662624,3.65208419190144,4.10268574072705,3.60473846199818,0.887067045576416,-3.7631070424473,0.162919517758226,-0.814384776648922,-2.95892213230024,-1.40334186790638,1.39577536727975,3.83851887667484,3.03777414172446,2.97576072924863,2.28446941947622,1.9839662230883,-11.1672978596983,6.40317361484541,7.56327057,7.65842772,7.73191786,7.82905865,7.9186573,8.38225937,9.10764122,9.11891174,9.1679697,9.15415382,9.06397724,9.08488464,9.12207508,8.94727325,8.94491291,8.99686718,9.1456852,10.74565983,10.74003887
Mexico,MEX,1.18554486709559,3.56544100946846,2.11324712586392,4.80501352746852,2.07786393438754,0.943331863036903,-6.29525055780502,4.9713345832195,3.44404505794418,3.55321075993527,0.852101559410627,2.50376350288664,2.70232342550646,1.77249323845399,1.87172853327193,1.97208209405635,-0.251335754924085,-8.62455573080136,5.73920833768318,5.81486416,5.95390368,5.83612156,5.65525532,5.76644468,5.69886971,6.12978411,5.73688889,5.51883602,5.66522074,5.80923605,5.55340958,5.72277355,5.55345821,5.45759058,5.38345814,5.44796371,6.22204065,6.07868719
South Asia (IDA & IBRD),TSA,7.17607110111503,7.54872298634541,7.61273344167741,7.61852880141585,7.13916612636942,3.2981049942519,6.94990015884613,7.36599200861392,5.07122194849418,5.38128973603351,6.00860161536451,6.84783789148651,7.25156162420913,7.77623550746786,6.50264099306672,6.33469355433985,3.92432284048063,-4.58269312944782,8.76382055037797,3.64304739758148,3.62028477900676,3.55546182573865,3.48919752431987,3.42005023041261,3.39147476329162,3.37209524195315,3.20184882352231,3.15677779947083,3.20886107190424,3.56770328726292,3.4708383789523,3.45242198368784,3.38455949256142,2.96360752319374,2.90913088806795,2.98057333340679,3.30540903793134,3.26560184589602
South Asia,SAS,7.17607110111503,7.54872298634541,7.61273344167741,7.61852880141585,7.13916612636942,3.2981049942519,6.94990015884613,7.36599200861392,5.07122194849418,5.38128973603351,6.00860161536451,6.84783789148651,7.25156162420913,7.77623550746786,6.50264099306672,6.33469355433985,3.92432284048063,-4.58269312944782,8.76382055037797,3.64304739758148,3.62028477900676,3.55546182573865,3.48919752431987,3.42005023041261,3.39147476329162,3.37209524195315,3.20184882352231,3.15677779947083,3.20886107190424,3.56770328726292,3.4708383789523,3.45242198368784,3.38455949256142,2.96360752319374,2.90913088806795,2.98057333340679,3.30540903793134,3.26560184589601
Togo,TGO,6.72017142301175,-0.978665335392563,-4.6662993824191,2.65013209953131,-1.17512039095217,4.03564527277351,5.45382399431942,5.85435269284599,5.82325223894067,6.30269541987458,5.82426583399491,5.63324021651309,5.46803129300622,4.21489560918489,4.00813326162304,4.7950602703237,4.92292591685973,1.99215501870344,5.99087610392314,2.93837667,3.0855279,3.3024261,3.44603634,3.8666532,3.84063601,4.07616663,4.45493317,4.55412722,4.80787134,4.94373512,5.07998943,4.95647097,6.59755707,6.49392271,6.08894634,5.726192,6.03786469,5.55532026
North America,NAC,2.71703866021629,3.78737544806856,3.46128323040847,2.77431463888753,2.00808304630573,0.181624377579396,-2.60460764455688,2.7239591705829,1.68621131736953,2.24337859832025,2.13349688781437,2.54944713665162,2.76110455782432,1.75741359164776,2.50284496236797,2.94789314183848,2.42273337667585,-2.43435524574377,5.76128554552649,14.1071425813073,14.1259620627791,14.1217794642216,14.2409157918453,14.4140399889776,14.6744239846007,15.720389826408,15.6614112631428,15.5460264478623,15.5524514620535,15.4414987175635,15.646555075246,16.0395782827803,16.3685319431601,16.3128433731192,16.1883866378522,16.2418179849917,18.3439960297286,16.9682748579942
Mongolia,MNG,7.00463457384886,10.6254059599309,7.25366543796015,8.55623481664365,10.2480163590057,8.90036794067551,-1.26859893608282,6.3651616786311,17.2907775869555,12.3198198494032,11.6489161878925,7.88522548204762,2.37983580731722,1.48978448679577,5.63687638694772,7.74488062024881,5.60224422064255,-4.55775197583431,1.63676957736662,4.10218763,4.15718555,3.7552557,3.74971509,4.07522774,4.55693007,4.45980072,3.73945689,3.58612084,3.85800076,4.08932018,4.20989752,4.23154545,4.58008575,4.33954334,4.53449297,4.49497843,4.6662488,6.911304
South Africa,ZAF,2.94907546754213,4.55455990721774,5.27705197295467,5.60380645895889,5.36047405394162,3.1910438863288,-1.53808913525583,3.03973288127956,3.16855627858818,2.39623238465745,2.48546800826588,1.41382645223793,1.32186223678229,0.664552307858116,1.15794695181735,1.55678384721676,0.25993557687633,-5.96335818439407,4.70306206485731,7.04098177,6.938416,6.86216164,6.87650871,6.90510845,7.14832258,7.64941454,7.79358244,7.94434404,8.00428867,8.10322285,7.87136555,8.05304241,8.07959366,7.97711229,8.08820343,8.24418926,8.57258797,8.27309132
East Asia & Pacific,EAS,4.94755328728853,5.86764398711426,5.89930115812956,6.45377931797739,7.46657287927796,4.38495001229602,2.56094713446137,7.60959353290056,5.46187263083029,5.18305565925709,5.24506084727628,4.75870428385912,4.72838604064859,4.65907989167707,5.05317448248172,4.75915481378036,3.96022191431953,-0.144692822272759,6.22113626390231,6.20038824042942,6.17794521158703,6.13326022335287,5.93823897175331,5.72918968381947,5.88800358409192,6.39010513797377,6.26796837904007,6.6975447763987,6.75636588623018,6.51588816358604,6.51437358361995,6.50071513599837,6.581081995924,6.54078744726754,6.55704701624171,6.73000502265753,6.95053581924881,6.76149637555731
Euro area,EMU,0.702667309213894,2.30189887500849,1.69294371640338,3.23919602311211,3.01115480447594,0.424721952480184,-4.53414800844486,2.16469039989342,1.71459720583233,-0.850659262329472,-0.219171747257874,1.39827851322592,2.05440886774878,1.86578632128172,2.62860957024193,1.78893526039165,1.5904260702233,-6.11006917047806,5.96333641598549,9.16280508337334,9.18948735442909,9.28740163894383,9.27860642486121,9.18095974733763,9.47981529188346,10.2406528047281,10.2001131975222,10.0794762153613,10.1665171972145,10.2173141052401,10.2522846789291,10.2184362871207,10.1888494770756,10.1588931761782,10.1489547673443,10.2309106821004,11.2361860043426,11.3214171799708
Lower middle income,LMC,5.93966747520382,7.08380067164809,6.70558821450786,6.96132584749616,6.89322571289796,4.58361813322831,5.94531419375015,6.86281035259049,4.75431778102191,5.16102451376139,5.6744438273773,6.11248428187641,5.93364859554003,5.69252436082309,5.45719053900642,5.43893672180083,4.05632316283419,-3.58530943059182,6.6513506094125,4.06636914373932,3.9935962409051,3.96416297222912,3.92523312440576,3.80447724441436,3.80200842568718,3.84330593720477,3.69989517118547,3.68413381344856,3.73670830718134,3.94509117581023,3.84630049761206,3.91311686613786,3.87426552353791,3.56888720487353,3.47104358204545,3.53737317892073,3.79914864927102,3.91781405673545
Honduras,HND,4.54703805165397,6.23230296069102,6.05059922215973,6.56724355177587,6.18832716678008,4.23160011009342,-2.43162787988011,3.73114034433009,3.83569066207505,4.12868774866939,2.79155975746801,3.0580805621437,3.84007997093951,3.89297219726413,4.84291391050387,3.84499476966735,2.55963434592314,-8.96508223267296,12.5652843771279,6.89004707,6.85484362,7.50086403,7.86318684,8.08494949,8.60362625,8.99592495,8.72536373,8.79187012,8.65655136,8.47723007,7.91455746,7.4837904,7.709445,7.00668859,7.22820663,7.30497599,9.03509808,9.16101742
North Macedonia,MKD,2.22260165732409,4.67408957960916,4.72408864201974,5.13702516153505,6.47348685752347,5.47200139015595,-0.358614856979671,3.35875085773812,2.33988604520331,-0.456183223607937,2.92525766450484,3.62912351276373,3.85586514041738,2.84820519363306,1.08177273813243,2.88059670964267,3.91041953840173,-4.68845000956652,4.51067949038222,9.01,8.47,7.68,7.38,6.57,6.55,6.53,6.71,6.52,6.61,6.72,6.29,6.34,6.38,6.44,6.46,7.07,7.73,8.52
Italy,ITA,0.138626890776507,1.42359415817907,0.817848973650598,1.79063968081796,1.48707298036786,-0.962012840579291,-5.2809372082931,1.71329583916922,0.707333347034435,-2.98090576823772,-1.84106545088248,-0.00454754236383792,0.778304350716581,1.29346273155907,1.66785904106857,0.925810941012742,0.483198316597154,-8.97419212060699,8.3102399077017,7.83,8.17,8.34,8.44,8.14,8.53,8.95,8.92,8.77,8.78,8.78,8.87,8.86,8.73,8.68,8.68,8.66,9.63,9.38
Benin,BEN,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67156195150444,6.69725362180888,6.86568662848335,3.84879240030133,7.1554516457574,3.11678505,3.23273873,3.22345805,3.28773856,2.93715644,2.65178108,2.88892651,3.00988984,2.99707985,3.07562971,2.86880755,2.69111967,2.72813416,2.79549599,2.66813827,2.88632059,2.50914454,2.46970391,2.58129549
Timor-Leste,TLS,-2.18226413236545,0.400003981151968,2.98457963807486,-4.11609268942114,10.2653884542201,11.3948048266465,10.1469544183475,9.33151176629212,5.95853971210654,4.86062186827468,3.10436683211147,4.47249846569638,2.7972661120109,3.36817482791557,-3.1445700238548,-0.692800735541169,23.4120167614743,31.9619188685361,5.31553743115596,2.84187031,4.26103544,5.28044748,6.00192022,5.64793253,6.96563959,7.30931807,6.47058821,6.86541462,6.99215221,8.5323782,7.60483742,7.67216587,6.89625168,6.75752544,6.36952639,6.02679253,9.96385956,11.43839264
OECD members,OED,2.03309634392063,3.26547859972703,2.81991215354095,3.02633444904123,2.59522803757896,0.385099491948012,-3.39724935039993,2.96898779587002,1.87873400934457,1.39311591105211,1.6090797804849,2.17654278009316,2.50207436198141,1.85135632605747,2.58610547344895,2.34382863954505,1.7994373215387,-3.95334855901352,5.71465206139672,10.4614570154035,10.4184449374235,10.4699238677766,10.5455063567146,10.5199463190112,10.7191547034843,11.6600601375273,11.5505275463033,11.5907937120225,11.7200177654919,11.7140666343479,11.8744168073875,12.2415850686692,12.4073242831232,12.364830146264,12.325268485784,12.5213822723298,13.9287645390152,13.3533916951673
Europe & Central Asia (excluding high income),ECA,6.60142074853765,9.63361465886427,8.4601464051734,8.22853653823152,7.07520171091195,3.06266605956918,-3.45157664165765,7.06748297511824,8.58664528786947,4.05054798319775,6.58598057841522,3.37291324377567,3.58755229325712,2.78533413629492,5.82147037918305,3.5134921058027,2.24722492786316,0.321073682012468,9.00036510298978,5.36554237199089,5.27602020482608,5.25648528399143,5.33821483974089,5.27693106862382,5.21381735151725,5.55677675452229,5.18536068664465,4.88457422450444,4.89347348301396,4.81396574387129,4.7523862709248,4.70310053544553,4.87793773604261,4.78064312857811,4.80459994489343,5.00073458761924,5.53888183327869,5.68463765113982
United Arab Emirates,ARE,8.80054081355328,9.56643663767056,4.85514119553352,9.83731976923958,3.18439017324607,3.19183627331816,-5.24292190385027,1.60285004671354,6.21612181664371,1.8244807850986,5.05555965807969,4.16569184064922,6.78677287656618,5.56149075979933,0.735068713941203,1.31391388153578,1.10834813453296,-4.95705243303316,4.35475529659919,2.64634395,2.46204329,2.32019687,2.3254137,2.56569624,2.92847514,4.04999304,3.87873054,3.67006993,3.33596373,3.50222182,3.53405499,3.46609354,3.89580107,4.00854969,4.09854221,4.38618946,5.82477045,5.30695152
Europe & Central Asia,ECS,1.79493588860589,3.19087690970584,2.67183019223177,3.8650352640901,3.6515898969691,1.01657325581787,-4.45788237385096,2.65927374125172,2.34758029192039,0.35998868251805,0.847820021756007,1.92660037280281,2.0581470448719,1.89982163138352,2.90872250204244,2.13444056000746,1.80525623034259,-5.46244371164977,6.52385192111231,8.63156968147126,8.61310532634773,8.59680813698163,8.5469478527694,8.42051743711013,8.61533981784847,9.44798024249259,9.21251798795787,9.04915116744844,9.04452042593896,9.07778882499423,9.18336425017589,9.26518310885971,9.30926236508589,9.21979818950397,9.24191405666978,9.34347967110688,10.4980616969179,10.5289602375062
Lebanon,LBN,3.22709826879041,6.67944461641103,2.68577931016345,1.54951500083213,9.31062252641144,9.06912826789082,10.232155577776,7.97513555844932,0.86733987855277,2.56479133680038,3.8278734986016,2.48406010500743,0.462320792597581,1.55454940856943,0.903028464073813,-1.88470575631651,-6.91492472851026,-21.3998996914321,-7.00123862514116,8.67109871,7.99923086,7.54867649,8.66057873,8.55984211,7.81751728,7.0073576,7.43864489,8.17744446,7.00420094,7.06795645,7.52279758,7.41596651,7.92386055,7.80396605,8.07092381,8.6936779,7.57650805,10.06154442
United Kingdom,GBR,3.14657252830963,2.42649654912002,2.73884240379734,2.38627536792974,2.62033122218656,-0.225726974764584,-4.61495740242552,2.23868863381415,1.14510154098662,1.51293674929991,1.79232221590813,3.19578246561922,2.2202583222271,1.9210634135702,2.65506966811928,1.40379208588568,1.64161099628876,-10.3599008187799,8.67490411442573,8.05579185,8.30715179,8.36301231,8.62893772,8.62399578,9.02561569,10.04505444,9.92673969,9.92486763,9.95296001,9.87251186,9.86246872,9.79776669,9.72899723,9.5958786,9.73079777,9.95761967,12.15863419,12.36469936
Sub-Saharan Africa (excluding high income),SSA,4.06069137630097,6.61108125915698,6.01625298208353,6.05283539870058,6.1597112131456,5.19701159459629,3.18540561641198,5.9967983524804,4.41027371059997,3.25837393041606,5.09369853092592,4.87142051012202,2.91550805166534,1.23269348476941,2.48003006546065,2.75279768600285,2.65684995243201,-1.95670713533904,4.26842091333799,5.4962408989355,5.47995037626311,5.29295540647081,5.20199290004259,5.10051546903226,4.892347807892,5.28836676214996,5.21274266284679,5.1551752157935,4.98574575581478,4.96620514524222,4.75028810949571,4.97444536578512,5.04205488622775,5.04491716815235,4.77471677594038,4.7340249508943,4.93514898614465,5.10350370855077
Central Europe and the Baltics,CEB,4.08710482600061,5.83995749000159,5.01902183717348,6.59476113127972,6.43296450007797,3.93561539955252,-3.50654872544688,1.43626802392811,3.51420887602232,0.825752520966148,0.667716324872686,3.21575278337589,4.02632209202108,2.75319275014614,5.10127396652673,4.94640018271339,3.9085218171802,-3.41747603978885,6.43339870687696,6.38978358820901,6.35264649250165,6.35930941474515,6.2154094951664,6.12727782947657,6.37214016908446,6.84244057705226,6.89539978565727,6.59882087893579,6.61643882028612,6.67305636276107,6.59586555516121,6.52001316889414,6.67698324815997,6.60489401385158,6.55215705402909,6.6632016171511,7.26500705152841,7.44209241381619
Barbados,BRB,2.17548076923077,1.41159863545465,3.95545760352627,6.07054563713456,2.07918388917751,0.633461059309965,-5.01727595949662,-2.21771043677749,-0.77239614003264,-0.249110377623012,-1.31354346756765,-0.0582879004407744,2.42392540824112,2.55267799311693,0.514753125831376,-0.746352496702428,0.379893732533731,-12.5396664134407,-1.18319712008605,6.69148111,7.31297731,6.77536297,6.58370161,6.05665207,6.47753286,7.14522552,6.77094746,6.89690495,7.77819967,7.39825487,6.96651411,6.83201313,6.83736086,6.65253401,6.45336485,6.20015001,7.37276554,8.09043312
Latin America & Caribbean,LCN,2.45501148978467,5.43578368305208,3.93181362889628,5.12948994163591,5.18181547599067,3.64048779331061,-2.27909193569654,6.38867447241222,4.39554306774599,2.56661951138936,2.76026849303479,1.33653843601968,0.407853687760664,-0.334793597648641,1.88982523332572,1.57170629806997,0.718740959001622,-6.64924567289505,6.99679192745977,6.61994751671901,6.69946939304162,6.75945266591089,6.7977140341018,6.96190341487848,7.01271253056199,7.56602392549144,7.27139998813255,7.17817951464741,7.18739488526658,7.34306332083972,7.48724925354837,7.84510251064546,7.8906866042927,8.09104476417298,7.96831789923624,7.97904877323358,8.60494491708419,8.30315182560364
Tonga,TON,2.30804549370431,-2.41070060920023,0.0810338937330641,-0.148635322896695,0.271095291096827,4.75016965581759,-5.19910903711188,0.803490182523831,6.81827614447295,0.823102717964815,0.312307909294702,2.01870046039205,1.17188825589601,6.57100050107448,3.32243254438831,0.241227960275054,0.706483433860413,0.488645323313833,-2.66750617523127,3.43583083,4.50741625,4.38560247,5.47225046,4.73330021,6.05759716,3.92779636,4.81632328,3.82126665,4.79517698,3.9839797,5.00648069,4.47327423,4.81820822,4.85577822,4.80628061,4.75078154,5.33435154,6.27256584
Africa Western and Central,AFW,5.53296656452113,7.9926986039562,5.82894003238981,5.37476155848412,5.52271872747792,6.28146530751468,6.282102397926,6.97060061867415,4.8492890112086,5.13543221769829,6.10661028218607,5.92558281954024,2.81397900746174,0.141488617696979,2.28496137040275,2.84264500273268,3.22202851816455,-1.00441739370378,3.99485439730634,4.6191936097789,4.42638626420844,4.23125296095115,4.10523642189704,3.85749150952726,3.67816114199124,3.76571819558943,3.4985015128738,3.52338357390631,3.48934045726725,3.60316791785362,3.58383546522408,3.80646751052921,3.79693146770393,3.81735466622773,3.43033775174923,3.41718444134359,3.84071534095619,4.14071349673663
"Congo, Dem. Rep.",COD,5.57782231144424,6.73837393324294,6.13515115548972,5.32097956548998,6.25947776437397,6.22589426869193,2.85506401011484,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608755,9.4702880993101,6.91616711922561,2.39939891133452,3.7269476588301,5.82112109969025,4.38452887429834,1.73542276681493,6.20015401075946,3.73353338,4.33564186,3.98558235,4.06210661,3.89384961,4.31254768,4.51133156,3.72224283,3.19435549,3.2215035,3.34057522,3.72520614,3.74785447,4.20027828,4.00057793,3.24127173,3.508039,4.05092573,3.7859261
Kuwait,KWT,17.3260204175143,10.2402980586354,10.6090449840228,7.51477300024021,5.99157551059315,2.47975694278544,-7.07605643073411,-2.37054804702014,9.62851660415409,6.62625242531369,1.14921286090524,0.500917355735012,0.592771759399795,2.92607626136771,-4.71222376490107,2.43397893916128,1.38146367984326,-5.27402060452467,1.69762482979576,2.76216865,2.35702467,2.01313829,1.8213098,1.92673647,1.92400301,2.70638776,2.67879915,2.33303547,2.33311439,2.48789287,2.9159987,4.21497965,4.73096323,4.65326786,5.18862629,5.35958719,6.34761143,5.78120756
Eritrea,ERI,-2.65551592487554,1.45173556595506,2.57444955124846,-0.969217110711355,1.42682221120323,-9.78303001782456,3.8765015275421,2.19419034888082,8.67980010138049,,,,,,,,,,,7.33703375,7.00984955,6.8641758,6.85727453,5.2786293,6.415205,5.38878489,4.83844233,5.16795397,3.7449646,4.97097206,4.02524328,4.45034695,3.6608541,3.98912001,4.12701797,4.58734369,4.15886974,4.15077114
